Date,AAAK.AT,ACAG.AT,ADMIE.AT,AEGN.AT,AEM.AT,AIA.AT,AKRIT.AT,AKTR.AT,ALMY.AT,ALPHA.AT,ANDRO.AT,ASCO.AT,ASTAK.AT,ATEK.AT,ATRUST.AT,ATTICA.AT,AVAX.AT,AVE.AT,BELA.AT,BIOKA.AT,BIOSK.AT,BIOT.AT,BLEKEDROS.AT,BOCHGR.AT,BRIQ.AT,CAIROMEZ.AT,CENER.AT,CENTR.AT,CNLCAP.AT,CPI.AT,DAIOS.AT,DIMAND.AT,DOMIK.AT,DOPPLER.AT,DROME.AT,EEE.AT,EKTER.AT,ELBE.AT,ELHA.AT,ELIN.AT,ELLAKTOR.AT,ELPE.AT,ELSTR.AT,ELTON.AT,ETE.AT,EUROB.AT,EUROC.AT,EVR.AT,EVROF.AT,EXAE.AT,EYAPS.AT,EYDAP.AT,FAIS.AT,FLEXO.AT,FOODL.AT,FOYRK.AT,FRIGO.AT,GCMEZZ.AT,GD.AT,GEBKA.AT,GEKTERNA.AT,HAIDE.AT,HTO.AT,IATR.AT,IKTIN.AT,ILYDA.AT,INLIF.AT,INLOT.AT,INTEK.AT,INTET.AT,INTRK.AT,KARE.AT,KEKR.AT,KEPEN.AT,KORDE.AT,KRI.AT,KTILA.AT,KYLO.AT,KYRI.AT,LAMDA.AT,LAMPS.AT,LANAC.AT,LAVI.AT,LEBEP.AT,LOGISMOS.AT,MASTIHA.AT,MATHIO.AT,MEDIC.AT,MERKO.AT,MEVA.AT,MIG.AT,MIN.AT,MODA.AT,MOH.AT,MOTO.AT,MOYZK.AT,MPITR.AT,MYTIL.AT,NAKAS.AT,NAYP.AT,NOVAL.AT,OLTH.AT,OLYMP.AT,ONYX.AT,OPAP.AT,OPTIMA.AT,ORILINA.AT,OTOEL.AT,PAIR.AT,PAP.AT,PERF.AT,PETRO.AT,PLAKR.AT,PLAT.AT,PPA.AT,PPC.AT,PRD.AT,PREMIA.AT,PROF.AT,PROFK.AT,PVMEZZ.AT,QUAL.AT,QUEST.AT,REALCONS.AT,REVOIL.AT,SAR.AT,SIDMA.AT,SOFTWEB.AT,SPACE.AT,SPIR.AT,SUNMEZZ.AT,TATT.AT,TELL.AT,TITC.AT,TPEIR.AT,TRASTOR.AT,TRESTATES.AT,VIDAVO.AT,VIO.AT,VOSYS.AT,XYLEK.AT,XYLEP.AT,YALCO.AT
2024-01-31,7.150000095367432,5.7994890213012695,2.174999952316284,11.575581550598145,,,1.059999942779541,4.945000171661377,2.900000095367432,1.6244529485702517,6.385368347167969,2.3335084915161133,7.718918800354004,0.3179999887943268,6.2613935470581055,1.8437837362289429,1.6058334112167358,0.5260000228881836,24.04681396484375,2.8025240898132324,1.2799999713897705,0.2339999973773956,3.2939982414245605,,1.832356572151184,0.328000009059906,7.228088855743408,0.3869999945163727,7.391749382019043,0.699999988079071,3.5,10.199999809265137,4.0,0.8600000143051147,0.3810000121593475,26.351242065429688,2.098867893218994,4.7324323654174805,2.337530374526977,2.336437940597534,1.2521823644638062,6.697036743164063,2.559999942779541,1.9850000143051147,6.7262349128723145,1.7101424932479858,1.159999966621399,,1.2981250286102295,5.188212394714356,3.261712074279785,5.650862216949463,,7.850931644439697,0.4300000071525574,3.936030626296997,0.3860000073909759,0.665217399597168,1367.4100341796875,1.720118284225464,13.743106842041016,0.8299999833106995,12.178075790405272,1.828735589981079,0.4490000009536743,0.9433330297470092,4.773600101470947,1.1579999923706057,6.203147411346436,1.3300000429153442,3.607087135314941,319.8917541503906,1.625,1.9657485485076904,0.6420000195503235,9.577776908874512,1.789666771888733,2.7438459396362305,1.065000057220459,6.980000019073486,29.600000381469727,0.9449999928474426,0.8960000276565552,0.2879999876022339,1.2200000286102295,1.3479043245315552,1.059999942779541,3.109853029251098,44.20000076293945,3.71524977684021,4.614999771118164,0.7049999833106995,2.57320237159729,23.482709884643555,2.907610893249512,0.7450000047683716,0.5099999904632568,36.37152099609375,2.663529396057129,1.2699999809265137,,20.72888946533203,2.890000104904175,1.149999976158142,14.577035903930664,7.083682537078857,0.8257048726081848,11.806588172912598,1.475000023841858,2.2449231147766118,5.199856758117676,8.6351318359375,14.70956325531006,4.1204118728637695,23.78545379638672,11.974835395812988,0.3700000047683716,1.132222294807434,4.010246276855469,1.774999976158142,0.0763140320777893,0.8479999899864197,5.066621780395508,2.7503466606140137,1.835437536239624,8.609353065490723,2.150000095367432,,7.423768043518066,0.1940000057220459,0.2784419655799866,979.498046875,13.611599922180176,23.1875,3.685675382614136,1.2478967905044556,1.558634638786316,2.4600000381469727,6.229983329772949,2.217416524887085,0.3619999885559082,0.3696773946285248,0.1969999969005584
2024-02-29,7.599999904632568,5.897785186767578,2.2799999713897705,11.858372688293455,,7.68660306930542,1.0199999809265137,5.5,2.720000028610229,1.7101060152053833,6.47817850112915,2.4272236824035645,8.838162422180176,0.3440000116825104,6.6352081298828125,2.2281081676483154,1.639125108718872,0.5080000162124634,25.008686065673828,2.72330093383789,1.2400000095367432,0.3980000019073486,3.3038899898529053,,1.8276218175888064,0.3389999866485595,7.1289381980896,0.3779999911785126,7.344966411590576,0.6399999856948853,3.799999952316284,9.9399995803833,4.579999923706055,0.9850000143051147,0.3379999995231628,28.234861373901367,1.93853771686554,4.639639377593994,2.2103841304779053,2.231536388397217,1.3611780405044556,7.600820064544678,2.5799999237060547,1.9600000381469729,6.93098783493042,1.829287886619568,1.1449999809265137,,1.6178125143051147,5.20718240737915,3.2815401554107666,5.424827575683594,,7.998136043548584,0.3840000033378601,4.1299238204956055,0.3339999914169311,0.6495652198791504,1424.77001953125,1.7440088987350464,14.038869857788086,0.800000011920929,13.23003387451172,1.7793102264404297,0.527999997138977,0.8933330178260803,4.850905418395996,1.25,6.165091514587402,1.2799999713897705,3.838557720184326,335.3082275390625,1.590000033378601,1.9852113723754885,0.6000000238418579,10.49087142944336,1.7404999732971191,2.7725274562835693,1.2000000476837158,6.760000228881836,29.200000762939453,1.0700000524520874,0.9200000166893004,0.3179999887943268,1.25,1.386415958404541,1.159999966621399,3.002279281616211,44.01191329956055,3.926999807357788,4.400000095367432,0.6899999976158142,2.57320237159729,24.523080825805664,2.8308424949646,0.8500000238418579,0.6800000071525574,34.45722961425781,2.663529396057129,1.1200000047683716,,20.72888946533203,2.789999961853028,1.190000057220459,15.35047435760498,7.267047882080078,0.7898800373077393,11.894697189331056,1.3200000524520874,2.3827693462371826,5.348707675933838,8.926613807678223,15.290205001831056,3.9506924152374263,24.59416007995605,11.798735618591309,0.328000009059906,1.126376032829285,4.138969898223877,1.7000000476837158,0.0736559033393859,0.8299999833106995,5.373109340667725,3.245013236999512,1.694623589515686,8.99177360534668,2.190000057220459,,7.3065505027771,0.209999993443489,0.2679741978645324,957.3374633789062,13.611599922180176,25.520832061767575,4.000186443328857,1.142305612564087,1.5697412490844729,2.4600000381469727,5.877342700958252,2.1234583854675293,0.3860000073909759,0.3716129064559936,0.2000000029802322
2024-03-28,8.100000381469727,6.290971279144287,2.265000104904175,11.820667266845703,,7.509899616241455,0.9100000262260436,5.380000114440918,2.690000057220459,1.6047626733779907,6.385368347167969,2.5021958351135254,7.950486183166504,0.3779999911785126,6.775388717651367,2.325405597686768,1.5549167394638062,0.5019999742507935,25.261911392211918,2.624271869659424,1.2450000047683716,0.3379999995231628,3.3335657119750977,,1.8276218175888064,0.2529999911785126,7.089278221130371,0.4300000071525574,6.970700740814209,0.9319999814033508,3.799999952316284,9.880000114440918,4.659999847412109,0.975000023841858,0.3440000116825104,28.642656326293945,1.919103741645813,4.964414119720459,1.918926477432251,2.536704063415528,1.333295464515686,7.537556171417236,2.549999952316284,2.0199999809265137,6.942469596862793,1.705357551574707,1.274999976158142,,1.7631250619888306,5.178728103637695,3.430250406265259,5.867068767547607,,7.949068546295166,0.3899999856948852,4.120229244232178,0.3039999902248382,0.5965217351913452,1422.3499755859375,1.701005935668945,16.64158058166504,0.7200000286102295,12.955198287963867,1.7249424457550049,0.5,1.2300000190734863,4.754273891448975,1.1679999828338623,5.97481107711792,1.3799999952316284,3.534752368927002,327.6000061035156,1.565000057220459,1.9852113723754885,0.5899999737739563,11.365110397338867,1.7601666450500488,2.667362689971924,1.6349999904632568,6.75,32.0,1.0700000524520874,0.8859999775886536,0.3300000131130218,1.3300000429153442,1.5115784406661987,1.159999966621399,3.002279281616211,42.69532012939453,3.734499931335449,4.099999904632568,0.6449999809265137,3.2857813835144043,25.65634536743164,2.9555914402008057,0.7649999856948853,0.6000000238418579,34.22751235961914,2.589542388916016,1.1299999952316284,,21.671112060546875,2.8499999046325684,1.1649999618530271,15.177587509155272,7.952253818511963,0.7863842248916626,11.718480110168455,1.3450000286102295,2.402461528778076,5.368554592132568,8.580479621887207,15.19343090057373,3.912976980209351,27.400842666625977,11.378049850463867,0.2919999957084656,1.116632342338562,4.366712093353272,1.659999966621399,0.0673106908798217,1.3250000476837158,5.631708145141602,4.224453449249268,1.5829434394836426,11.511823654174805,2.0899999141693115,,7.755884170532227,0.2000000029802322,0.2449451684951782,970.6338500976562,14.8056001663208,25.812498092651367,3.809514045715332,1.1615040302276611,1.5530813932418823,2.259999990463257,5.397359848022461,2.17983341217041,0.3143120110034942,0.3267048299312591,0.1800000071525573
2024-04-30,7.0,6.467904567718506,2.234999895095825,11.877225875854492,,7.342031478881836,0.949999988079071,5.400000095367432,2.859999895095825,1.567843317985535,6.385368347167969,2.5115673542022705,7.178594589233398,0.3779999911785126,7.551054000854492,2.40324330329895,1.4530832767486572,0.4779999852180481,27.60833549499512,2.5747570991516118,1.3049999475479126,0.2800000011920929,3.3434579372406006,,1.870234727859497,0.3720000088214874,7.87256908416748,0.3779999911785126,7.344966411590576,0.75,3.7799999713897705,9.56999969482422,4.784999847412109,0.9649999737739564,0.3490000069141388,29.477663040161133,2.125589609146118,4.583963871002197,1.8895851373672483,2.355510711669922,1.32822585105896,7.618896961212158,2.359999895095825,1.787999987602234,7.233333587646484,1.9235514402389529,1.3300000429153442,,1.622656226158142,4.894182205200195,3.20222806930542,5.621379375457764,,8.047204971313477,0.382999986410141,4.013587951660156,0.3300000131130218,0.6878260970115662,1448.47998046875,1.6006656885147097,16.54299545288086,0.6949999928474426,13.533300399780272,1.68045973777771,0.4325000047683716,1.1533329486846924,4.96686315536499,1.1480000019073486,5.955782890319824,1.2799999713897705,3.5202856063842773,331.4541015625,1.524999976158142,1.9462857246398928,0.550000011920929,10.393733024597168,1.8093334436416624,2.6291208267211914,1.440000057220459,6.889999866485596,33.400001525878906,1.090000033378601,0.8510000109672546,0.3499999940395355,1.4700000286102295,1.5212063789367676,1.090000033378601,2.933823585510254,43.44765853881836,3.811499834060669,3.990000009536743,0.6399999856948853,3.206606149673462,25.229047775268555,2.893217086791992,0.7300000190734863,0.4699999988079071,36.562950134277344,2.5710456371307373,1.0099999904632568,,21.10577774047852,2.8499999046325684,1.0700000524520874,14.752490043640137,10.268445014953612,0.7828894257545471,11.966143608093262,1.1799999475479126,2.619999885559082,6.370817184448242,8.300000190734863,14.70956325531006,3.771543979644776,23.59516906738281,10.996499061584473,0.2960000038146972,1.124427318572998,4.643963813781738,1.6449999809265137,0.0765712708234787,1.2860000133514404,5.555086612701416,3.9573333263397217,1.6509226560592651,11.668713569641112,1.899999976158142,,7.619130611419678,0.1899999976158142,0.2868161499500274,983.93017578125,14.050000190734863,28.92361068725586,3.710246801376343,1.142305612564087,1.5919545888900757,2.1600000858306885,5.681431293487549,2.3865416049957275,0.2800000011920929,0.3309677541255951,0.1800000071525573
2024-05-31,5.900000095367432,5.7994890213012695,2.2049999237060547,11.829999923706056,,7.597842216491699,0.8199999928474426,5.199999809265137,2.7300000190734863,1.5269858837127686,6.575089454650879,2.5771679878234863,6.754054069519043,0.3819999992847442,8.34000015258789,2.237837791442871,1.4530832767486572,0.4740000069141388,24.97806930541992,2.6341748237609863,1.3250000476837158,0.277999997138977,3.363241672515869,,1.870234727859497,0.4289999902248382,8.923566818237305,0.363999992609024,7.489933013916016,0.6800000071525574,3.680000066757202,8.550000190734863,4.519999980926514,1.2100000381469729,0.3409999907016754,31.280000686645508,1.9774057865142824,4.871621608734131,1.8661119937896729,2.1457080841064453,1.2851345539093018,7.551111698150635,2.289999961853028,1.7960000038146973,7.635185241699219,1.9254655838012693,1.2450000047683716,,1.525781273841858,4.657061100006104,3.07334566116333,5.798275947570801,,7.949068546295166,0.4580000042915344,3.877862691879273,0.2399999946355819,0.591304361820221,1431.8399658203125,1.5499999523162842,16.523277282714844,0.6499999761581421,12.737224578857422,1.5717241764068604,0.4154999852180481,1.0933330059051514,4.763936519622803,1.1699999570846558,5.575222015380859,1.2350000143051147,3.6553101539611816,327.6000061035156,1.409999966621399,1.9462857246398928,0.5139999985694885,10.830852508544922,1.7995001077651978,2.543076992034912,1.340000033378601,6.670000076293945,36.59999847412109,0.9549999833106996,0.9169999957084656,0.3039999902248382,1.3799999952316284,1.5115784406661987,0.9399999976158142,2.8653676509857178,44.20000076293945,3.72487473487854,3.7899999618530273,0.5,3.4144415855407715,24.20725440979004,2.900000095367432,0.699999988079071,0.6399999856948853,35.0506591796875,2.608039140701294,0.9340000152587892,,22.0,2.619999885559082,0.8600000143051147,13.845226287841797,11.561650276184082,0.8056076765060425,11.037095069885254,1.1150000095367432,2.390000104904175,7.134918212890625,8.640000343322754,15.48375129699707,3.889404773712158,23.975738525390625,10.976932525634766,0.2520000040531158,1.159504771232605,4.881608009338379,1.5449999570846558,0.0714265033602714,1.190000057220459,5.114510536193848,3.769359827041626,1.6950000524520874,10.979999542236328,1.8949999809265137,,7.111188411712647,0.1550000011920929,0.2930967807769775,1010.5228881835938,14.100000381469728,29.458332061767575,3.5461113452911377,1.06551194190979,1.5567835569381714,2.1600000858306885,6.259369850158691,2.255000114440918,0.2709999978542328,0.3948386907577514,0.1620000004768371
2024-06-28,6.449999809265137,5.652044296264648,2.174999952316284,11.68000030517578,,7.220709323883057,0.7649999856948853,5.099999904632568,2.634999990463257,1.499911546707153,6.2249369621276855,2.792712926864624,6.638270378112793,0.4180000126361847,8.460000038146973,2.315675735473633,1.329708456993103,0.4490000009536743,25.43221473693848,2.455922365188598,1.2599999904632568,0.2319999933242797,3.412700891494751,,1.8550000190734863,0.3680000007152557,9.59000015258789,0.335999995470047,7.151678085327148,0.6100000143051147,3.319999933242798,8.460000038146973,3.744999885559082,0.8949999809265137,0.3160000145435333,31.5,2.125589609146118,4.7324323654174805,1.7640000581741333,2.088489294052124,1.2521823644638062,7.04951286315918,2.0299999713897705,1.649999976158142,7.447654247283935,1.9340782165527344,1.2599999904632568,,1.4434374570846558,4.840000152587891,3.0436036586761475,5.385517597198486,,7.900000095367432,0.44200000166893,3.880000114440918,0.2360000014305114,0.5582609176635742,1404.260009765625,1.4249999523162842,16.306385040283203,0.675000011920929,12.737224578857422,1.527241349220276,0.3589999973773956,1.1066659688949585,4.541684150695801,1.1759999990463257,5.32785701751709,1.2300000190734863,3.143911838531494,334.0,1.2999999523162842,1.9462857246398928,0.4639999866485595,11.025128364562988,1.7699999809265137,2.6100001335144043,1.100000023841858,6.739999771118164,36.59999847412109,0.8999999761581421,0.8460000157356262,0.2800000011920929,1.3300000429153442,1.5115784406661987,0.8240000009536743,2.728455781936645,44.400001525878906,3.7441248893737793,3.609999895095825,0.5199999809265137,3.265987634658813,23.08793067932129,2.819999933242798,0.6899999976158142,0.5799999833106995,34.86000061035156,2.441568613052368,0.8899999856948853,2.700999975204468,20.399999618530277,2.4800000190734863,0.8500000238418579,14.07749080657959,12.020000457763672,0.8021118640899658,10.516827583312988,1.0499999523162842,2.4100000858306885,7.0,8.020000457763672,14.41924285888672,3.745765209197998,23.78545379638672,10.996499061584473,0.2440000027418136,1.1100000143051147,4.505000114440918,1.3600000143051147,0.0676536783576011,1.2000000476837158,5.300000190734863,3.670426607131958,1.7799999713897705,10.800000190734863,1.5199999809265137,,6.564173698425293,0.1550000011920929,0.2487135529518127,992.79443359375,13.25,29.25,3.347576141357422,1.0943095684051514,1.5850986242294312,2.1600000858306885,5.690000057220459,2.273791790008545,0.2590000033378601,0.4470967650413513,0.1620000004768371
2024-07-31,5.599999904632568,5.849999904632568,2.255000114440918,11.5,,7.32373046875,0.949999988079071,4.989999771118164,3.0299999713897705,1.7029999494552612,6.516730308532715,2.748452663421631,7.139999866485596,0.4180000126361847,8.579999923706055,2.5899999141693115,1.4079999923706057,0.4629999995231628,24.315786361694336,2.3667962551116943,1.4700000286102295,0.2560000121593475,3.4918360710144043,,1.9600000381469729,0.4370000064373016,9.65999984741211,0.3519999980926513,6.8617448806762695,0.6919999718666077,3.2799999713897705,9.0,3.765000104904175,0.6949999928474426,0.3219999969005584,33.91999816894531,2.109999895095825,5.24279260635376,1.8899999856948853,2.1600000858306885,1.231231451034546,7.207792282104492,2.25,1.7999999523162842,8.109999656677246,2.118000030517578,1.2899999618530271,,1.5500000715255735,4.800000190734863,3.3211960792541504,5.809999942779541,,7.949999809265137,0.4339999854564667,3.924999952316284,0.2259999960660934,0.6417391300201416,1478.1700439453125,1.600000023841858,17.647174835205078,0.6100000143051147,15.170000076293944,1.6699999570846558,0.4084999859333038,1.1833330392837524,5.179999828338623,1.2339999675750732,5.794692516326904,1.284999966621399,3.3299999237060547,338.0,1.4600000381469729,1.75,0.4900000095367431,11.219404220581056,1.632333278656006,2.630000114440918,1.1799999475479126,7.610000133514404,37.20000076293945,0.9100000262260436,0.8939999938011169,0.2759999930858612,1.4199999570846558,1.5115784406661987,0.8500000238418579,2.609999895095825,45.0,4.019999980926514,3.670000076293945,0.6349999904632568,3.64207124710083,23.166728973388672,2.680000066757202,0.6499999761581421,0.6949999928474426,36.47999954223633,2.552548885345459,0.9700000286102296,2.7699999809265137,21.200000762939453,2.559999942779541,0.8100000023841858,15.491009712219238,12.239999771118164,0.7855105400085449,11.018513679504396,1.0750000476837158,2.359999895095825,7.150000095367432,8.579999923706055,14.999883651733398,4.070201396942139,25.950000762939453,11.770000457763672,0.2300000041723251,1.1619999408721924,5.010000228881836,1.4850000143051147,0.0718552395701408,1.1660000085830688,5.380000114440918,3.749573230743408,1.965000033378601,10.979999542236328,1.6699999570846558,1.634600043296814,6.659999847412109,0.1449999958276748,0.280535489320755,819.055419921875,13.899999618530272,32.900001525878906,3.900000095367432,1.1323808431625366,1.5850986242294312,2.1600000858306885,5.880000114440918,2.3399999141693115,0.2790000140666961,0.3779999911785126,0.1620000004768371
2024-08-30,5.099999904632568,5.849999904632568,2.134999990463257,10.920000076293944,,7.266701221466064,0.8100000023841858,5.150000095367432,2.8499999046325684,1.5464999675750732,6.263842582702637,2.7386367321014404,7.099999904632568,0.4180000126361847,8.640000343322754,2.4200000762939453,1.3860000371932983,0.4629999995231628,22.46951484680176,2.049999952316284,1.6699999570846558,0.2380000054836273,3.569999933242798,,1.9850000143051147,0.3840000033378601,9.699999809265137,0.3330000042915344,6.71677827835083,0.6100000143051147,3.2799999713897705,9.4399995803833,3.3949999809265137,0.675000011920929,0.3140000104904175,33.31999969482422,1.9479999542236328,5.24279260635376,1.840000033378601,2.119999885559082,1.301659345626831,6.954545021057129,2.130000114440918,1.7039999961853027,7.857999801635742,2.063999891281128,1.284999966621399,,1.501562476158142,4.519999980926514,3.200000047683716,5.599999904632568,,7.599999904632568,0.3849999904632568,4.034999847412109,0.2179999947547912,0.5973913073539734,1431.18994140625,1.5750000476837158,17.520000457763672,0.6399999856948853,14.65999984741211,1.5850000381469729,0.3855000138282776,1.0666660070419312,4.940000057220459,1.2020000219345093,5.696310520172119,1.2599999904632568,3.1700000762939453,340.0,1.399999976158142,1.600000023841858,0.4550000131130218,12.199999809265137,1.7995001077651978,2.5899999141693115,1.1100000143051147,7.039999961853027,38.59999847412109,0.9200000166893004,0.8309999704360962,0.2399999946355819,1.440000057220459,1.440000057220459,0.722000002861023,2.3499999046325684,43.20000076293945,3.849999904632568,3.3499999046325684,0.5600000023841858,3.948875904083252,21.37406539916992,2.615000009536743,0.6200000047683716,0.6499999761581421,34.040000915527344,2.6265358924865723,0.906000018119812,2.700000047683716,20.799999237060547,2.450000047683716,0.800000011920929,15.039068222045898,13.0,0.8075448274612427,10.665475845336914,1.0,2.450000047683716,6.630000114440918,8.140000343322754,14.300000190734863,3.8637421131134033,27.0,11.619999885559082,0.2179999947547912,1.1979999542236328,4.579999923706055,1.2999999523162842,0.0741703733801841,1.159999966621399,5.239999771118164,3.660000085830689,1.8899999856948853,9.9399995803833,1.600000023841858,1.7640000581741333,6.559999942779541,0.1319999992847442,0.2696490287780761,746.36865234375,13.5,31.700000762939453,3.9079999923706055,1.083571434020996,1.5909262895584106,2.5799999237060547,5.800000190734863,2.400000095367432,0.2730000019073486,0.4000000059604645,0.1620000004768371
2024-09-30,4.360000133514404,5.920000076293945,2.365000009536743,10.93000030517578,,7.031223297119141,0.7599999904632568,4.900000095367432,2.984999895095825,1.5579999685287476,6.400012969970703,2.7386367321014404,7.0,0.3899999856948852,8.579999923706055,2.309999942779541,1.5460000038146973,0.4699999988079071,25.238924026489254,1.7649999856948853,1.5499999523162842,0.270000010728836,3.619999885559082,4.639999866485596,2.0199999809265137,0.4939999878406524,10.0,0.3490000069141388,6.958388805389404,0.6299999952316284,3.259999990463257,9.40999984741211,3.2699999809265137,0.6100000143051147,0.3179999887943268,32.41999816894531,1.8200000524520876,5.010810852050781,1.8739999532699585,2.049999952316284,1.2299737930297852,6.803571701049805,2.119999885559082,1.7039999961853027,7.676000118255615,2.058000087738037,1.2599999904632568,,1.600000023841858,4.550000190734863,3.240000009536743,5.739999771118164,,7.699999809265137,0.356000006198883,3.859999895095825,0.2720000147819519,0.6930434703826904,1451.9000244140625,1.3849999904632568,17.65999984741211,0.6000000238418579,15.489999771118164,1.5049999952316284,0.3600000143051147,1.1933330297470093,4.909999847412109,1.121999979019165,5.843883514404297,1.2200000286102295,3.095000028610229,334.0,1.4450000524520874,1.5199999809265137,0.4390000104904175,13.449999809265137,1.7699999809265137,2.690000057220459,1.059999942779541,7.489999771118164,39.0,0.9300000071525574,0.8320000171661377,0.270000010728836,1.3700000047683716,1.440000057220459,0.7099999785423279,2.4100000858306885,43.20000076293945,3.839999914169312,3.319999933242798,0.5950000286102295,3.721246480941773,20.940673828125,2.680000066757202,0.7099999785423279,0.6800000071525574,35.380001068115234,2.608039140701294,0.7699999809265137,2.690000057220459,21.399999618530277,2.450000047683716,0.8500000238418579,15.346773147583008,12.979999542236328,0.8169999718666077,10.182371139526367,1.0,2.299999952316284,6.699999809265137,8.220000267028809,15.199999809265137,3.726102352142334,26.75,12.039999961853027,0.2259999960660934,1.25600004196167,5.329999923706055,1.2899999618530271,0.0833452120423317,1.184000015258789,5.21999979019165,3.799999952316284,1.7649999856948853,10.880000114440918,1.6699999570846558,1.7649999856948853,6.599999904632568,0.1270000040531158,0.2930967807769775,424.5968933105469,13.449999809265137,35.70000076293945,3.825999975204468,1.0640475749969482,1.567615985870361,2.5799999237060547,5.820000171661377,2.2799999713897705,0.2800000011920929,0.3680000007152557,0.1620000004768371
2024-10-31,4.480000019073486,5.429999828338623,2.369999885559082,9.96500015258789,,7.220709323883057,0.7049999833106995,4.900000095367432,3.194999933242798,1.3795000314712524,6.400000095367432,2.5325028896331787,6.980000019073486,0.4300000071525574,8.699999809265137,2.0899999141693115,1.399999976158142,0.4760000109672546,24.06045150756836,1.6549999713897705,1.4299999475479126,0.3260000050067901,3.680000066757202,4.230000019073486,2.0299999713897705,0.453000009059906,8.699999809265137,0.3339999914169311,6.71677827835083,0.5400000214576721,3.5,9.149999618530272,2.630000114440918,0.5550000071525574,0.2800000011920929,31.899999618530277,1.440000057220459,4.78000020980835,1.7400000095367432,1.9800000190734863,1.1142706871032717,6.7207794189453125,1.9700000286102293,1.7339999675750732,7.179999828338623,1.8899999856948853,1.1299999952316284,,1.4500000476837158,4.230000019073486,3.1600000858306885,5.789999961853027,,8.050000190734863,0.3289999961853027,3.684999942779541,0.2280000001192093,0.5939130783081055,1382.6800537109375,1.315000057220459,17.299999237060547,0.6000000238418579,15.170000076293944,1.465000033378601,0.2924999892711639,1.2233330011367798,4.340000152587891,1.0119999647140503,5.9816179275512695,1.0399999618530271,2.755000114440918,336.0,1.2699999809265137,1.75,0.4079999923706054,13.899999618530272,1.7699999809265137,2.650000095367432,0.921999990940094,7.400000095367432,37.400001525878906,0.8899999856948853,0.7310000061988831,0.3400000035762787,1.2699999809265137,1.4299999475479126,0.6859999895095825,2.220000028610229,41.20000076293945,3.5999999046325684,3.055000066757202,0.5199999809265137,3.799999952316284,19.34500503540039,2.619999885559082,0.6899999976158142,0.6200000047683716,32.060001373291016,2.663529396057129,0.9039999842643738,2.525000095367432,20.600000381469727,2.3499999046325684,0.8199999928474426,15.077531814575195,12.800000190734863,0.800000011920929,10.55398941040039,1.0149999856948853,2.289999961853028,5.920000076293945,7.900000095367432,15.100000381469728,3.6179568767547607,27.649999618530277,12.050000190734863,0.25,1.1299999952316284,5.179999828338623,1.3600000143051147,0.0770857483148574,1.0880000591278076,5.53000020980835,3.4600000381469727,1.600000023841858,11.020000457763672,1.590000033378601,1.600000023841858,6.019999980926514,0.1270000040531158,0.2591813206672668,6.179999828338623,13.199999809265137,32.79999923706055,3.437999963760376,1.0347617864608765,1.567615985870361,2.5799999237060547,5.150000095367432,2.140000104904175,0.2599999904632568,0.3980000019073486,0.1620000004768371
2024-11-29,4.480000019073486,5.400000095367432,2.365000009536743,9.479999542236328,,7.40467643737793,0.6899999976158142,4.840000152587891,3.9600000381469727,1.4665000438690186,6.340000152587891,2.6502938270568848,6.980000019073486,0.4259999990463257,8.720000267028809,2.25,1.4320000410079956,0.453000009059906,24.23722267150879,1.8200000524520876,1.375,0.2800000011920929,3.7200000286102295,4.400000095367432,2.119999885559082,0.3899999856948852,8.699999809265137,0.324999988079071,7.199999809265137,0.4950000047683716,3.5999999046325684,8.199999809265137,2.8499999046325684,0.5400000214576721,0.2899999916553497,33.47999954223633,1.4980000257492063,4.739999771118164,1.868000030517578,2.0,1.0941485166549685,6.61850643157959,1.9800000190734863,1.8799999952316284,6.665999889373779,2.0,1.1200000047683716,,1.4149999618530271,4.340000152587891,3.1600000858306885,5.840000152587891,,8.25,0.402999997138977,3.619999885559082,0.2080000042915344,0.6000000238418579,1393.489990234375,1.2949999570846558,18.6200008392334,0.5899999737739563,14.9399995803833,1.5049999952316284,0.2949999868869781,1.266666054725647,4.230000019073486,0.912999987602234,5.755339622497559,1.0499999523162842,2.6549999713897705,336.0,1.2300000190734863,2.220000028610229,0.4180000126361847,14.300000190734863,1.7200000286102295,2.7300000190734863,0.9259999990463256,7.190000057220459,37.400001525878906,0.8999999761581421,0.7099999785423279,0.2540000081062317,1.25,1.2699999809265137,0.593999981880188,2.0799999237060547,40.0,3.559999942779541,2.970000028610229,0.5149999856948853,3.660000085830689,19.31545639038086,2.5999999046325684,0.6299999952316284,0.6200000047683716,31.059999465942383,2.700522899627685,0.8399999737739563,2.25,21.899999618530277,2.3299999237060547,0.9449999928474426,15.510000228881836,12.600000381469728,0.7900000214576721,9.624940872192385,0.9900000095367432,2.3499999046325684,5.340000152587891,7.900000095367432,14.5,3.932561874389648,31.350000381469727,11.449999809265137,0.3179999887943268,1.1799999475479126,5.150000095367432,1.4149999618530271,0.0816000029444694,1.0640000104904177,5.539999961853027,3.4800000190734863,1.5700000524520874,10.720000267028809,1.5399999618530271,1.6549999713897705,5.800000190734863,0.1270000040531158,0.2585000097751617,0.5680000185966492,13.100000381469728,38.75,3.4649999141693115,1.0347617864608765,1.5831561088562012,2.819999933242798,5.170000076293945,2.200000047683716,0.2549999952316284,0.3980000019073486,0.1620000004768371
