Date,ALTR.LS,BCP.LS,BFCPY.LS,BFNI1.LS,BGNVA.LS,BMENY.LS,BMENZ.LS,BOTEZ.LS,BSLBN.LS,BSLSM.LS,BTGNV.LS,CDU.LS,COR.LS,CTT.LS,EDP.LS,EDPR.LS,EGL.LS,FCP.LS,GALP.LS,GLINT.LS,IBS.LS,IPR.LS,JMT.LS,MAR.LS,MCP.LS,MLFMV.LS,MLRZE.LS,MRL.LS,NBA.LS,NOS.LS,NVG.LS,OTEP.LS,OTEV.LS,OTEW.LS,OTEY.LS,OTRVG.LS,PHR.LS,PSI20.LS,PTFCPCOM0018.LS,PTFCPZOM0011.LS,PTGNVKOM0008.LS,PTMENWOM0015.LS,PTOTE3OE0025.LS,PTSCPAOM0007.LS,PTSINCOM0001.LS,PTSLBOOM0006.LS,PTVAACOM0009.LS,PTVAIAOM0003.LS,RAM.LS,RENE.LS,SCP.LS,SEM.LS,SLBEN.LS,SNC.LS,SON.LS,TDSA.LS,VAF.LS
2022-04-29,3.395650625228882,0.1398012042045593,,,,,,,,,,25.84931945800781,9.10370635986328,3.9939754009246826,4.052004814147949,21.11145401000977,1.1167173385620115,0.949999988079071,11.206436157226562,0.2189106196165084,4.978108406066895,0.2300000041723251,17.948823928833008,1.284999966621399,1.0918468236923218,1.1200000047683716,1.100000023841858,8.46533489227295,3.724732398986816,2.8631696701049805,2.988475799560547,,,,,,0.0790000036358833,5930.009765625,,,,,,,,,,,5.417826652526856,2.351615190505981,0.828000009059906,10.31348991394043,3.200000047683716,1.694915771484375,0.8726067543029785,0.0956000015139579,0.8999999761581421
2022-05-31,4.618081569671631,0.1811747997999191,,,,,,,,,,28.611549377441406,9.886590003967283,3.587730407714844,4.261811256408691,21.297950744628903,1.2366808652877808,0.9399999976158142,12.09080410003662,0.2276670336723327,5.7453436851501465,0.2380000054836273,18.01764678955078,1.2999999523162842,1.0918468236923218,2.0999999046325684,1.0499999523162842,8.67771053314209,3.827382326126098,3.0244030952453613,3.1729681491851807,,,,,,0.0826999992132186,6257.5,,,,,,,,,,,5.469692230224609,2.4773099422454834,0.8460000157356262,12.435930252075195,3.5799999237060547,1.861732006072998,0.9868637919425964,0.0945999994874,0.8399999737739563
2022-06-30,4.854320526123047,0.1565942466259002,,,,,,,,,,28.611553192138672,9.94308376312256,2.9889769554138184,4.061126708984375,20.999555587768555,1.113375544548035,0.8199999928474426,11.030640602111816,0.2259157598018646,5.821145534515381,0.2220000028610229,19.595489501953125,1.340000033378601,1.175835132598877,2.299999952316284,1.090000033378601,7.677707195281982,3.5487606525421143,2.929699659347534,3.028285026550293,,,,,,0.0798000022768974,6044.64013671875,,,,,,,,,,,5.387810707092285,2.4687232971191406,0.8299999833106995,10.91656494140625,3.450000047683716,1.7945561408996582,1.0448620319366455,0.0860000029206276,0.8199999928474426
2022-07-29,4.389464378356934,0.1371386051177978,,,,,,,,,,25.57986068725586,9.79242992401123,3.1949479579925537,4.505369663238525,23.59186363220215,1.113375544548035,0.9200000166893004,10.138131141662598,0.2031490504741668,5.401439666748047,0.2179999947547912,21.371746063232425,1.2899999618530271,1.0738210678100586,2.299999952316284,1.0,8.586801528930664,3.866626262664795,2.821248769760132,3.179856777191162,,,,,,0.0750000029802322,6123.22998046875,,,,,,,,,,,5.7480902671813965,2.374268054962158,0.8479999899864197,11.598851203918455,3.5899999141693115,1.837740659713745,0.9904329180717468,0.0861999988555908,0.8149999976158142
2022-08-31,4.290396213531494,0.1378029286861419,,,,,,,,,,24.72719955444336,9.472294807434082,3.1135175228118896,4.343909740447998,22.538158416748047,1.087989091873169,0.8450000286102295,10.64602279663086,0.2013977766036987,5.291950702667236,0.2060000002384185,20.88044166564941,1.25,0.9177957773208618,2.240000009536743,1.0,8.212074279785156,3.690141439437866,2.802919149398804,3.124596357345581,,,,,,0.0754999965429306,5995.240234375,,,,,,,,,,,5.731713771820068,2.2669320106506348,0.8479999899864197,11.37142276763916,3.740000009536743,1.7273801565170288,0.8949587345123291,0.0850000008940696,0.8450000286102295
2022-09-30,3.94365906715393,0.1155950203537941,,,,,,,,,,25.57986068725586,8.568377494812012,2.59619402885437,4.050180435180664,19.61948013305664,0.96105694770813,0.8149999976158142,9.937088966369627,0.1838849186897277,4.781003952026367,0.1735000014305114,17.998748779296875,0.8999999761581421,0.9177957773208618,2.240000009536743,0.949999988079071,6.9473066329956055,3.417391777038574,2.553940534591675,2.751981496810913,,,,,,0.0631000027060508,5302.759765625,,,,,,,,,,,5.7480902671813965,2.073727607727051,0.8199999928474426,9.925626754760742,3.700000047683716,1.7417751550674438,0.7356864809989929,0.0750000029802322,0.8100000023841858
2022-10-31,4.2942070960998535,0.137043684720993,,,,,,,,,,24.72719955444336,9.208650588989258,2.9937667846679688,4.036497592926025,19.87125015258789,1.118890643119812,0.8149999976158142,10.393280982971191,0.1908900588750839,5.401439666748047,0.1700000017881393,19.82224464416504,0.8420000076293945,1.0738210678100586,2.240000009536743,0.875,7.570782661437988,3.361237049102783,3.0274579524993896,3.045652389526367,,,,,,0.063799999654293,5718.27978515625,,,,,,,,,,,5.69896125793457,2.249758243560791,0.828000009059906,10.461709022521973,3.7899999618530273,1.82334578037262,0.8686364889144897,0.0758000016212463,0.8299999833106995
2022-11-30,4.244672775268555,0.1449208557605743,,,,,,,,,,24.72719955444336,8.389476776123047,2.952017307281494,4.122244834899902,20.561288833618164,1.135480523109436,0.8700000047683716,11.920662879943848,0.210154190659523,5.127717971801758,0.1720000058412552,20.030105590820312,1.1950000524520874,1.1931345462799072,2.240000009536743,0.949999988079071,8.062692642211914,3.176729917526245,2.93580961227417,3.0519678592681885,,,,,,0.0555000007152557,5862.68994140625,,,,,,,,,,,5.551574230194092,2.172476053237915,0.8080000281333923,11.64758586883545,3.75,1.8473371267318728,0.8592674732208252,0.0773999989032745,0.824999988079071
2022-12-30,3.814109325408936,0.1389418095350265,,,,,,,,,,20.463890075683597,8.296401977539062,2.8591864109039307,4.24721622467041,19.190534591674805,1.0783376693725586,0.8799999952316284,12.755160331726074,0.1961439102888107,5.036477565765381,0.152999997138977,19.06639289855957,1.1950000524520874,1.2849141359329224,2.240000009536743,0.8050000071525574,8.108244895935059,3.2409067153930664,2.8899850845336914,2.884490966796875,,,,,,0.0522999987006187,5726.10986328125,,,,,,,,,,,5.355058193206787,2.2183914184570312,0.7900000214576721,11.049081802368164,3.930000066757202,2.408735752105713,0.8342835903167725,0.0662000030279159,0.8500000238418579
2023-01-31,3.5268118381500244,0.1853506416082382,,,,,,,,,,20.463890075683597,8.64842700958252,3.3001325130462646,4.157820224761963,18.598407745361328,1.5668154954910278,1.0399999618530271,12.71975803375244,0.2084029167890548,5.620416641235352,0.164000004529953,18.839637756347656,1.159999966621399,1.3675156831741333,2.240000009536743,0.8500000238418579,8.199348449707031,3.305083036422729,3.009128332138061,2.68406343460083,,,,,,0.0658000037074089,5886.33984375,,,,,,,,,,,5.273176670074463,2.2227931022644043,0.800000011920929,10.8345365524292,4.0,2.5238945484161377,0.8351758122444153,0.0750000029802322,0.8199999928474426
