Date,AIR.RG,BAL1R.RG,BERCM.RG,BORA100034A.RG,CBLB080034A.RG,CTS1L.RG,DGR1R.RG,DGRB100028A.RG,DGRBFLOT26FB.RG,EGG.RG,ELEV130028A.RG,ELEVR.RG,EWA1L.RG,GRB2G.RG,GREG100027B.RG,IDX1R.RG,K2LT.RG,KALVE.RG,LINDA.RG,LJM1R.RG,MAGIC.RG,MDARA.RG,MODE.RG,MODE110027FA.RG,MOLNR.RG,NEOFI.RG,PNKTD.RG,RKB1R.RG,ROBUS.RG,SAF1R.RG,SAUNA.RG,SCM1R.RG,STOH100028A.RG,STOH110025A.RG,VIRSI.RG,^OMXR
2023-12-29,,8.550000190734863,,,,,1.187661051750183,,,5.119999885559082,,,,,,12.550000190734863,,,,9.949999809265137,,14.36496353149414,,,,,,0.054499998688697815,,7.0,,7.949999809265137,,,4.343911170959473,
2024-01-31,,8.596721649169922,,,,,1.1649088859558105,,,4.900000095367432,,,,,,12.100000381469727,,,,10.100000381469727,,14.269196510314941,,,,,,0.05950000137090683,,6.71999979019165,,7.552499771118164,,,4.343911170959473,
2024-02-29,,8.550000190734863,,,,,1.1558082103729248,,,4.599999904632568,,,,,,11.899999618530273,,,,8.100000381469727,,13.934015274047852,,,,,,0.07450000196695328,,6.699999809265137,,7.453125,,,4.245185852050781,
2024-03-28,,8.22295093536377,,,,,1.123955249786377,,,4.400000095367432,,,,,,11.800000190734863,,,,10.0,,13.311532974243164,,,,,,0.08500000089406967,,6.599999904632568,,7.453125,,,4.116842746734619,
2024-04-30,,8.269672393798828,,,,,1.1305387020111084,,,4.010000228881836,,,,,,12.0,,,,8.0,,11.970803260803223,,,,,,0.10000000149011612,,6.199999809265137,,7.552499771118164,,,4.106970310211182,
2024-05-31,,8.363114356994629,,,,,1.0108561515808105,,,4.010000228881836,,,,,,13.100000381469727,,,,7.599999904632568,,12.545402526855469,,,,,,0.11999999731779099,,5.420000076293945,,8.5,,,4.176077842712402,
2024-06-28,,8.596721649169922,,,,,1.0159844160079956,,,4.480000019073486,,,,,,13.5,,,,7.599999904632568,,13.119999885559082,,,,,,0.11999999731779099,,4.880000114440918,,8.0,,,4.110000133514404,
2024-07-31,,8.31639289855957,,,,,1.01292085647583,,,4.0,,,,,,13.5,,,,10.0,,12.850000381469727,,,,,,0.11999999731779099,,5.039999961853027,,6.650000095367432,,,4.050000190734863,
2024-08-30,,8.503279685974121,,,,,0.9883993864059448,,,3.799999952316284,,,,,,13.350000381469727,,,,6.75,,12.75,,,,,,0.13300000131130219,,4.789999961853027,,7.5,,,4.039999961853027,
2024-09-30,,8.503279685974121,,,,,0.9925885200500488,,,4.199999809265137,,,,,,12.300000190734863,,,,7.0,,12.75,,,,,,0.12700000405311584,,5.519999980926514,,6.800000190734863,,,4.099999904632568,
2024-10-31,,8.503279685974121,,,,,1.0406789779663086,,,3.940000057220459,,1.6549999713897705,,,,12.199999809265137,,,,6.900000095367432,,11.899999618530273,,,,,,0.11900000274181366,,5.28000020980835,,6.599999904632568,,,4.210000038146973,
2024-11-29,,8.456557273864746,,,,,1.0579917430877686,,,3.8499999046325684,,1.690000057220459,,,,11.949999809265137,,,,6.849999904632568,,11.600000381469727,,,,,,0.12399999797344208,,5.599999904632568,,5.099999904632568,,,4.099999904632568,
2024-12-27,,8.363114356994629,,,,,1.0553147792816162,,,4.920000076293945,,1.6699999570846558,,,,11.699999809265137,,6.659999847412109,,6.5,,10.699999809265137,,,,,,0.12800000607967377,,5.199999809265137,,5.0,,,4.119999885559082,
2025-01-31,,8.550000190734863,,,,,1.0729687213897705,,,4.650000095367432,,1.690000057220459,,,,10.850000381469727,,7.0,,6.650000095367432,,10.75,,,,,,0.125,,5.900000095367432,,5.5,,,4.150000095367432,
2025-02-28,,8.699999809265137,,,,,1.139661431312561,,,4.650000095367432,,1.690000057220459,,,,10.5,,7.0,,5.900000095367432,,9.899999618530273,,,,,,0.125,,6.079999923706055,,5.5,,,4.119999885559082,
2025-03-31,,8.199999809265137,,,,,1.1553539037704468,,,4.539999961853027,,1.690000057220459,,,,10.399999618530273,,7.0,,6.199999809265137,,9.880000114440918,,,,,,0.11800000071525574,,6.539999961853027,,5.25,,,4.099999904632568,
2025-04-30,,7.75,,,,0.1589999943971634,1.1519999504089355,,,4.539999961853027,,1.7000000476837158,,,,10.25,,7.0,,5.849999904632568,,9.880000114440918,,,,,,0.11299999803304672,,6.019999980926514,,5.25,,,4.099999904632568,
